priority,qid,source,number,subject,basis,score,frequent_match_count,core_match_count,noise_flags,question_preview,status,verified_answer,review_note
B,2024-R1-Q47,2024-R1,47,유통마케팅,tentative,42,0,0,page_footer_text,아래 글상자에서 설명하는 POP(point-of-purchase)진열 방식으로 가장 옳은 것은? 소매업자는 계절이나 특별한 이벤트에 따라서 제품을 다르게 진열한다. 발렌타인데이나…,pending,,
B,2024-R1-Q55,2024-R1,55,유통마케팅,tentative,46,0,0,short_option,아래 글상자에서 설명하는 용어로 옳은 것은? 경쟁제품과 비교하여 소비자들의 마음속에서 차지하고 있는 자사 제품의 기존 위치를 변화시키는 것을 의미한다.,pending,,
B,2024-R1-Q64,2024-R1,64,유통마케팅,tentative,42,0,0,page_footer_text,소매점의 정량적 성과분석을 위한 관리지수로서 옳지 않은 것은?,pending,,
B,2024-R1-Q74,2024-R1,74,유통정보,tentative,42,0,0,page_footer_text,유통정보시스템을 구축하려 한다. 구축 단계별 설명으로 가장 옳지 않은 것은?,pending,,
B,2024-R1-Q80,2024-R1,80,유통정보,tentative,42,0,0,page_footer_text,유통업체에서 업무에 활용하고 있는 데이터시각화에 대한 설명으로 가장 옳은 것은?,pending,,
B,2024-R1-Q87,2024-R1,87,유통정보,tentative,42,0,0,page_footer_text,"아래 글상자에서 설명하는 용어로 가장 옳은 것은? 데이터값 삭제, 총계 처리, 데이터 마스킹 등을 통해 개인 정보의 일부 또는 전부를 삭제하거나 대체함으로써 다른 정보와 쉽게 결…",pending,,
B,2024-R2-Q3,2024-R2,3,유통물류일반,tentative,56,1,0,page_footer_text|short_option|duplicated_option,아래 글상자에서 제조업자를 위한 도매상의 기능 설명으로 옳은 것을 모두 고르면? ㉠ 시장확대 기능: 제조업자는 합리적인 비용으로 필요한 시장의 커버리지를 유지하기 위해 도매상에게…,pending,,
B,2024-R2-Q7,2024-R2,7,유통물류일반,tentative,44,0,0,short_option|duplicated_option,"아래 글상자 내용 중 변혁적 리더십과 관련된 내용으로만 나열한 것을 모두 고르면? ㉠ 비전 제시, 자존감 고취 ㉡ 안정지향적 ㉢ 규정ㆍ법규를 강조하고 일탈 행위를 감시 ㉣ 개인에…",pending,,
B,2024-R2-Q12,2024-R2,12,유통물류일반,tentative,46,0,0,short_option,"아래 글상자에서 설명하는 내용으로 옳은 것은? 인터넷, 모바일, 오프라인 매장 등 여러 채널의 결합을 통해 고객의 편의와 기업의 실적을 극대화시키는 유통방식을 말한다.",pending,,
B,2024-R2-Q13,2024-R2,13,유통물류일반,tentative,44,0,0,short_option|duplicated_option,아래 글상자에서 거래비용이론상 거래비용이 높아지는 경우만을 모두 고른 것은? ㉠ 거래자의 수가 적은 경우 ㉡ 거래 당사자 간 정보대칭성이 높은 경우 ㉢ 거래환경의 불확실성이 높은…,pending,,
B,2024-R2-Q20,2024-R2,20,유통물류일반,tentative,36,0,0,page_footer_text|short_option|duplicated_option,아래 글상자의 기업 윤리와 관련된 내용 중에서 CEO가 사원에 대해 주의해야 하는 것만을 바르게 나열한 것은? ㉠ 사원차별대우 ㉡ 위험한 노동의 강요 ㉢ 부당한 인재 스카우트 ㉣…,pending,,
B,2024-R2-Q22,2024-R2,22,유통물류일반,tentative,44,0,0,short_option|duplicated_option,자가창고와 영업창고의 상대적 비교 설명으로 가장 옳은 것은? 구분 자가창고 영업창고 ㉠ 세금혜택 특정지역 세금 혜택 감가상각 허용 기술적 진부화에 따른 기술적 진부화에 따른 ㉡ …,pending,,
B,2024-R2-Q37,2024-R2,37,상권분석,tentative,42,0,0,page_footer_text,"소매점을 운영하려면 영업개시 전에 운영 업종에 대한 인허가를 취득해야 한다. 편의점, 의류매장, 문구점 등 완제품을 판매하는 일반도소매점이 취득해야 하는 인허 가에 대한 설명으로…",pending,,
B,2024-R2-Q44,2024-R2,44,상권분석,tentative,42,0,0,page_footer_text,"가맹사업거래의 공정화에 관한 법률(약칭: 가맹사업법) (법률 제20239호, 2024.2.6., 타법개정) 및 그 시행령 에서는 상권과 관련하여 ‘가맹본부가 가맹계약 갱신과정 에…",pending,,
B,2024-R2-Q47,2024-R2,47,유통마케팅,tentative,46,0,0,short_option,시장세분화를 위한 주요 세분화 변수 중 심리묘사적 변수로 가장 옳은 것은?,pending,,
B,2024-R2-Q54,2024-R2,54,유통마케팅,tentative,42,0,0,page_footer_text,"소셜미디어에서 광고가 1,000회 노출되는 데 소요되는 광고비용을 지칭하는 용어로 가장 옳은 것은?",pending,,
B,2024-R2-Q71,2024-R2,71,유통정보,tentative,38,0,0,page_footer_text|short_option,"대표적인 반정형데이터로, 웹과 컴퓨터 프로그램에서 용량이 적은 데이터를 교환하기 위해 데이터 객체를 속성(attribute)과 값(value)의 쌍 형태로 나열해서 표현 하는 형…",pending,,
B,2024-R2-Q73,2024-R2,73,유통정보,tentative,44,0,0,short_option|duplicated_option,"지식발견 접근방법을 기능에 따라 분류(Classification), 연합(Association), 배열(Sequence), 클러스터(Cluster)로 나눌 경우 아래 글상자의 내…",pending,,
B,2024-R2-Q78,2024-R2,78,유통정보,tentative,36,0,0,page_footer_text|short_option|duplicated_option,아래 글상자의 신규고객 창출 과정을 순서대로 제시한 것으로 가장 옳은 것은? ㉠ 잠재고객 ㉡ 선별고객 ㉢ 가능고객 ㉣ 최상가능고객 ㉤ 신규고객,pending,,
B,2024-R2-Q83,2024-R2,83,유통정보,tentative,46,0,0,short_option,"u커머스(ubiquitous commerce)의 특징 중에서 아래 글상자의 내용에 부합하는 특성으로 가장 옳은 것은? 상호 호환성이 보장되어 일반적인 기기로 언제, 어디서나 네트…",pending,,
B,2024-R2-Q86,2024-R2,86,유통정보,tentative,42,0,0,page_footer_text,오늘날 유통업체에서는 마케팅을 위해서 메타버스를 활용 하고 있다. 메타버스에 대한 설명으로 적절하지 않은 것은?,pending,,
C,2021-R2-Q1,2021-R2,1,유통물류일반,tentative,50,0,0,,운송수단을 결정하기 전에 검토해야 할 사항에 대한 설명 으로 가장 거리가 먼 것은?,pending,,
C,2021-R2-Q3,2021-R2,3,유통물류일반,tentative,50,0,0,,운송에 관련된 내용으로 옳지 않은 것은?,pending,,
C,2021-R2-Q5,2021-R2,5,유통물류일반,tentative,50,0,0,,아래 글상자는 포장설계의 방법 중 집합포장에 대한 설명 이다. ㉠과 ㉡에서 설명하는 용어로 가장 옳은 것은? ㉠ 수축 필름의 열수축력을 이용하여 팔레트와 그 위에 적재된 포장화물…,pending,,
C,2021-R2-Q6,2021-R2,6,유통물류일반,tentative,50,0,0,,도·소매 물류를 7R을 활용하여 효과적으로 관리하는 방법에 대한 설명으로 가장 옳지 않은 것은?,pending,,
C,2021-R2-Q9,2021-R2,9,유통물류일반,tentative,50,0,0,,포트폴리오 투자이론에 관련된 설명으로 옳지 않은 것은?,pending,,
C,2021-R2-Q10,2021-R2,10,유통물류일반,tentative,50,0,0,,"조직 내에서 이루어지는 공식, 비공식적인 의사소통의 유형과 그 설명이 가장 옳지 않은 것은?",pending,,
C,2021-R2-Q11,2021-R2,11,유통물류일반,tentative,50,0,0,,아래의 글상자에서 설명하고 있는 동기부여전략으로 옳은 것은? - 자신의 업무와 관련된 목표를 상사와 협의하여 설정하고 그 과정과 결과를 정기적으로 피드백한다. - 구체적인 목표가…,pending,,
C,2021-R2-Q13,2021-R2,13,유통물류일반,tentative,50,0,0,,유통경영 전략계획 수립에 대한 설명으로 가장 옳지 않은 것은?,pending,,
C,2021-R2-Q21,2021-R2,21,유통물류일반,tentative,50,0,0,,최근 국내외 유통산업의 발전상황과 트렌드로 옳지 않은 것은?,pending,,
C,2021-R2-Q22,2021-R2,22,유통물류일반,tentative,50,0,0,,"중간상이 행하는 각종 분류기능 중 ㉠과 ㉡에 들어갈 용어로 옳은 것은? - ( ㉠ )은/는 생산자들에 의해 공급된 이질적인 제품들을 크기, 품질, 색깔 등을 기준으로 동질적인 집…",pending,,
C,2021-R2-Q23,2021-R2,23,유통물류일반,tentative,50,0,0,,유통산업의 개념 및 경제적 역할에 대한 설명으로 가장 옳지 않은 것은?,pending,,
C,2021-R2-Q24,2021-R2,24,유통물류일반,tentative,50,0,0,,마이클 포터(Michael Porter)의 산업구조분석모형 (5-forces model)에 대한 설명으로 옳지 않은 것은?,pending,,
C,2021-R2-Q26,2021-R2,26,상권분석,tentative,50,0,0,,소매점 개점을 위한 투자계획에 관한 설명으로 가장 옳지 않은 것은?,pending,,
C,2021-R2-Q28,2021-R2,28,상권분석,tentative,50,0,0,,점포를 개점할 때 고려해야할 전략적 사항에 대한 설명 으로 옳지 않은 것은?,pending,,
C,2021-R2-Q29,2021-R2,29,상권분석,tentative,50,0,0,,상권설정이 필요한 이유로 가장 옳지 않은 것은?,pending,,
C,2021-R2-Q33,2021-R2,33,상권분석,tentative,50,0,0,,시계성 관점에서 상대적으로 좋은 입지에 대한 설명으로 가장 옳지 않은 것은?,pending,,
C,2021-R2-Q35,2021-R2,35,상권분석,tentative,50,0,0,,동일하거나 유사한 업종은 서로 멀리 떨어져 있는 것보다 가까이 모여 있는 것이 고객을 유인할 수 있다는 입지 평가의 원칙으로 옳은 것은?,pending,,
C,2021-R2-Q38,2021-R2,38,상권분석,tentative,50,0,0,,상권분석은 지역분석과 부지분석으로 나누어진다. 다음 중 지역분석의 분석항목 만으로 구성된 것은?,pending,,
C,2021-R2-Q40,2021-R2,40,상권분석,tentative,50,0,0,,일반적인 백화점의 입지와 소매전략에 관한 설명으로 가장 옳지 않은 것은?,pending,,
C,2021-R2-Q41,2021-R2,41,상권분석,tentative,50,0,0,,업종형태와 상권과의 관계에 대한 아래의 내용 중에서 옳지 않은 것은?,pending,,
C,2021-R2-Q42,2021-R2,42,상권분석,tentative,50,0,0,,상권 조사 및 분석에 관한 설명으로서 가장 옳지 않은 것은?,pending,,
C,2021-R2-Q46,2021-R2,46,유통마케팅,tentative,50,0,0,,유통마케팅 성과 평가에 대한 설명으로 가장 옳지 않은 것은?,pending,,
C,2021-R2-Q47,2021-R2,47,유통마케팅,tentative,50,0,0,,아래 글상자의 상황에서 A사가 선택할 수 있는 분석방법 으로 가장 옳은 것은? 공기청정기를 판매하는 A사는 다양한 판매촉진을 통해 매출 부진에서 벗어나고자 한다. 가격인하와 할인…,pending,,
C,2021-R2-Q48,2021-R2,48,유통마케팅,tentative,50,0,0,,촉진믹스에 대한 설명으로 옳지 않은 것은?,pending,,
C,2021-R2-Q49,2021-R2,49,유통마케팅,tentative,50,0,0,,"아래 글상자는 로열티(고객충성도)의 유형을 설명하고 있다. ㉠, ㉡, ㉢에 들어갈 용어를 순서대로 나열한 것으로 옳은 것은? - ( ㉠ ): 그냥 예전부터 하던 대로 습관화되어 …",pending,,
C,2021-R2-Q50,2021-R2,50,유통마케팅,tentative,50,0,0,,고객서비스에 대한 설명으로 가장 옳지 않은 것은?,pending,,
C,2021-R2-Q54,2021-R2,54,유통마케팅,tentative,50,0,0,,"아래 글상자 ㉠, ㉡, ㉢에 들어갈 용어로 옳은 것은? 일반적으로 소비자는 어떤 상품을 살 때, 과거 경험이나 기억, 외부에서 들어온 정보 등에 의해 특정 가격을 떠올 리게 되는…",pending,,
C,2021-R2-Q57,2021-R2,57,유통마케팅,tentative,50,0,0,,"제품구색의 변화에 초점을 맞춘 소매업태이론으로서, 소매상은 제품구색이 넓은 소매업태에서 전문화된 좁은 구색의 소매업태로 변화되었다가 다시 넓은 구색의 소매 업태로 변화되어 간다고…",pending,,
C,2021-R2-Q59,2021-R2,59,유통마케팅,tentative,50,0,0,,다음 중 온·오프라인(O2O) 유통전략을 실행한 결과의 사례로서 가장 옳지 않은 것은?,pending,,
C,2021-R2-Q61,2021-R2,61,유통마케팅,tentative,50,0,0,,엔드진열(end cap display)에 대한 설명으로 가장 옳지 않은 것은?,pending,,
C,2021-R2-Q67,2021-R2,67,유통마케팅,tentative,50,0,0,,다음 중 자체상표(private brand) 상품의 장점으로 가장 옳지 않은 것은?,pending,,
C,2021-R2-Q68,2021-R2,68,유통마케팅,tentative,50,0,0,,아래 ㉠과 ㉡에 들어갈 성장전략으로 알맞게 짝지어진 것은? 기존제품 신제품 기존시장 ㉠ 신시장 ㉡,pending,,
C,2021-R2-Q70,2021-R2,70,유통마케팅,tentative,50,0,0,,다음 중 각 상품수명주기에 따른 관리전략을 연결한 것 으로 옳지 않은 것은?,pending,,
C,2021-R2-Q71,2021-R2,71,유통정보,tentative,50,0,0,,"아래 글상자에서 설명하는 기능으로 가장 옳은 것은? A사는 온라인과 오프라인 매장을 동시에 운영하는 코스메틱 유통회사이다. 따라서 창고 환경(온도, 습도 등)과 제품 재고에 대한…",pending,,
C,2021-R2-Q73,2021-R2,73,유통정보,tentative,50,0,0,,"전형적인 조직구조는 피라미드와 유사하며 조직 수준별로 의사결정, 문제해결, 기회포착에 요구되는 정보유형이 각기 다르다. 조직구조를 3계층으로 구분할 때, 다음 중 운영적 수준에서…",pending,,
C,2021-R2-Q75,2021-R2,75,유통정보,tentative,50,0,0,,아래 글상자의 ( )안에 들어갈 내용을 순서대로 나열한 것으로 가장 옳은 것은? 자료 정보 지식 구조화 ( ㉠ ) 단위필요 ( ㉡ ) 부가가치 ( ㉢ ) 중간 ( ㉣ ) 객관성 …,pending,,
C,2021-R2-Q76,2021-R2,76,유통정보,tentative,50,0,0,,"A사는 기업활동에 관련된 내외부자료를 관리 영역별로 각기 수집·저장관리하고 있다. 관리되고 있는 자료를 한 곳에 모아 활용하기 위해서, 자료를 목적에 맞게 적당한 형태로 변환하거…",pending,,
C,2021-R2-Q79,2021-R2,79,유통정보,tentative,50,0,0,,아래 글상자의 ( ) 안에 들어갈 용어로 가장 옳은 것은? e-CRM은 단 한 명의 고객까지 세분화하여 고객의 개별 화된 특성을 파악하고 이들 고객에게 맞춤 서비스를 제공 하는 …,pending,,
C,2021-R2-Q81,2021-R2,81,유통정보,tentative,50,0,0,,유통업체에서 비즈니스 애널리틱스(analytics)의 유형에 대한 설명으로 가장 옳지 않은 것은?,pending,,
C,2021-R2-Q82,2021-R2,82,유통정보,tentative,50,0,0,,수집된 지식을 컴퓨터와 의사결정자가 동시에 이해할 수 있는 형태로 표현하기 위해 갖추어야 할 조건으로 가장 옳지 않은 것은?,pending,,
C,2021-R2-Q84,2021-R2,84,유통정보,tentative,50,0,0,,RFID 도입에 따른 제조업자 측면에서의 이점으로 가장 옳지 않은 것은?,pending,,
C,2022-R1-Q1,2022-R1,1,유통물류일반,tentative,50,0,0,,"아래 글상자 내용은 조직의 일반원칙 중 무엇에 관한 설명인가? 조직의 공통목적을 달성하기 위하여 각 부문이나 각 구성 원의 충돌을 해소하고 조직의 제 활동의 내적 균형을 꾀하며,…",pending,,
C,2022-R1-Q4,2022-R1,4,유통물류일반,tentative,50,0,0,,고객 서비스 특성에 따른 품질평가요소에 대한 설명으로 옳은 것은?,pending,,
C,2022-R1-Q8,2022-R1,8,유통물류일반,tentative,50,0,0,,"대한이는 작은 가게를 인수할 것을 고려 중이다. 아래 글상자의 내용을 이용해서 3년치 현금유입에 대한 현재 가치를 계산한 것으로 옳은 것은? - 시장조사 결과 1년 후에 3,00…",pending,,
C,2022-R1-Q13,2022-R1,13,유통물류일반,tentative,50,0,0,,"소매유통회사를 중심으로 PB상품을 강화하고 있는데, 그 이유로 옳지 않은 것은?",pending,,
C,2022-R1-Q14,2022-R1,14,유통물류일반,tentative,50,0,0,,기업 윤리와 관련된 설명으로 옳지 않은 것은?,pending,,
C,2022-R1-Q15,2022-R1,15,유통물류일반,tentative,50,0,0,,다음 사례에서 적용된 기법이 다른 하나는?,pending,,
C,2022-R1-Q17,2022-R1,17,유통물류일반,tentative,50,0,0,,식품매장을 중심으로 주목받고 있는 그로서란트 (grocerant)에 대한 설명으로 가장 옳지 않은 것은?,pending,,
C,2022-R1-Q18,2022-R1,18,유통물류일반,tentative,50,0,0,,아래 글상자의 사례에 해당하는 유통경영전략으로 가장 옳은 것은? 식품회사인 미국의 A사와 유럽의 B사는 140여 개 해외 시장에서 상대방의 제품을 각자의 유통망에서 유통시키고 있…,pending,,
C,2022-R1-Q21,2022-R1,21,유통물류일반,tentative,50,0,0,,치열해지는 기업간 경쟁에 따른 전통적 비즈니스에서 글로벌 비즈니스로의 변화로 가장 옳지 않은 것은?,pending,,
C,2022-R1-Q25,2022-R1,25,유통물류일반,tentative,50,0,0,,"장소의 편의성이 높게 요구되는 담배, 음료, 과자류 등과 같은 품목에 일반적으로 이용되는 유통채널의 유형으로 가장 옳은 것은?",pending,,
C,2022-R1-Q26,2022-R1,26,상권분석,tentative,50,0,0,,소매점의 입지 선정을 위한 공간분석의 논리적 순서로서 가장 옳은 것은?,pending,,
C,2022-R1-Q27,2022-R1,27,상권분석,tentative,50,0,0,,권리금에 대한 설명으로 가장 옳지 않은 것은?,pending,,
C,2022-R1-Q29,2022-R1,29,상권분석,tentative,50,0,0,,아동용 장난감 소매업체가 출점할 입지를 선정하기 위해 새로운 지역의 수요를 분석할 때 고려해야 할 요인으로 가장 옳지 않은 것은?,pending,,
C,2022-R1-Q30,2022-R1,30,상권분석,tentative,50,0,0,,입지를 선정할 때 취급상품의 물류비용을 고려할 필요 성이 가장 낮은 도매상 유형으로 옳은 것은?,pending,,
C,2022-R1-Q31,2022-R1,31,상권분석,tentative,50,0,0,,가장 다양한 업태의 소매점포를 입주시키는 쇼핑센터 유형으로 옳은 것은?,pending,,
C,2022-R1-Q34,2022-R1,34,상권분석,tentative,50,0,0,,상권에 대한 일반적인 설명으로 가장 옳지 않은 것은?,pending,,
C,2022-R1-Q36,2022-R1,36,상권분석,tentative,50,0,0,,입지의 시계성(視界性)은 점포의 매출과 밀접한 관련이 있다. 시계성에 관한 설명으로 가장 옳지 않은 것은?,pending,,
C,2022-R1-Q41,2022-R1,41,상권분석,tentative,50,0,0,,"주거지역과 상업지역에서 업종을 변경하거나 점포를 확장하려 할 경우 용도변경 신청을 해야 하는 경우가 있다. 이때 하수도법, 주차장법 등 매우 많은 법률의 적용을 다르게 받게 되어…",pending,,
C,2022-R1-Q46,2022-R1,46,유통마케팅,tentative,50,0,0,,소비자 판매 촉진(consumer sales promotion)에 대한 설명으로 옳지 않은 것은?,pending,,
C,2022-R1-Q49,2022-R1,49,유통마케팅,tentative,50,0,0,,서비스 실패의 회복 과정에서 고객이 지각하는 다양한 유형의 공정성은 고객 만족에 영향을 미친다. 종업원 행동의 영향을 받는 공정성 유형으로서 가장 옳은 것은?,pending,,
C,2022-R1-Q51,2022-R1,51,유통마케팅,tentative,50,0,0,,점포의 환경관리에 대한 설명으로 가장 옳지 않은 것은?,pending,,
C,2022-R1-Q52,2022-R1,52,유통마케팅,tentative,50,0,0,,아래 글상자의 괄호 안에 들어갈 용어로 가장 옳은 것은? 문제를 강하게 인식하여 구매동기가 형성된 소비자는 문제를 해결해 줄 수 있는 대안들에 대한 정보를 찾게 된다. 필요한 정…,pending,,
C,2022-R1-Q53,2022-R1,53,유통마케팅,tentative,50,0,0,,제조업자가 중간상들과의 거래에서 흔히 사용하는 가격 할인의 형태에 대한 설명으로 가장 옳은 것은?,pending,,
C,2022-R1-Q55,2022-R1,55,유통마케팅,tentative,50,0,0,,아래 글상자에서 설명하는 용어로 옳은 것은? 판매사원이 제품을 판매할 때 고객과 장기 지향적인 관계를 유지하기 위해 고객의 필요와 욕구에 초점을 두고 고객이 만족스러운 구매결정을…,pending,,
C,2022-R1-Q56,2022-R1,56,유통마케팅,tentative,50,0,0,,EAN(유럽상품)코드에 대한 설명으로 가장 옳지 않은 것은?,pending,,
C,2022-R1-Q59,2022-R1,59,유통마케팅,tentative,50,0,0,,쇼루밍(showrooming) 소비자의 특징에 대한 설명으로 가장 옳은 것은?,pending,,
C,2022-R1-Q61,2022-R1,61,유통마케팅,tentative,50,0,0,,유통마케팅 목표달성을 위해 자금을 효율적으로 지출하 는지를 확인할 수 있는 유통마케팅 성과평가 분석으로 가장 옳은 것은?,pending,,
C,2022-R1-Q63,2022-R1,63,유통마케팅,tentative,50,0,0,,아래 글상자의 사례를 통해 계산한 A상품의 연간 상품 회전율(rate of stock turnover)로 옳은 것은? - 가격: 1천원 - 평균 재고량: 약 200개 - 연간매출…,pending,,
C,2022-R1-Q69,2022-R1,69,유통마케팅,tentative,50,0,0,,아래 글상자에서 설명하는 벤더를 일컫는 말로 가장 옳은 것은? 소매업자들이 특정 카테고리 내에서 특별히 선호하는 벤더를 일컫는다. 카테고리내의 다른 브랜드나 벤더를 대신하여 소매…,pending,,
C,2022-R1-Q70,2022-R1,70,유통마케팅,tentative,50,0,0,,선발주자의 이점 또는 선점우위효과(first mover advantage)로 가장 옳지 않은 것은?,pending,,
C,2022-R1-Q76,2022-R1,76,유통정보,tentative,50,0,0,,RFID 태그에 대한 설명으로 가장 옳지 않은 것은?,pending,,
C,2022-R1-Q77,2022-R1,77,유통정보,tentative,50,0,0,,아래 글상자의 ㉠에 들어갈 용어로 가장 옳은 것은? - 데이터 기반으로 상품의 입고부터 고객주문 및 배송까지 제공하는 일괄처리 서비스인 (㉠)(이)가 유통산업의 최대 화두로 등장…,pending,,
C,2022-R1-Q78,2022-R1,78,유통정보,tentative,50,0,0,,"기업의 강점, 약점과 같은 내부 역량과 기회, 위협과 같은 외부 가능성 사이의 적합성을 평가하기 위해 사용되는 도구로 분석범위를 내부 뿐만 아니라 외부까지 확장시켜 보다 넓은 상…",pending,,
C,2022-R1-Q79,2022-R1,79,유통정보,tentative,50,0,0,,A유통은 입고부터 판매까지 제품의 정보를 관리하고자 정보시스템을 구축하려고 결정하였다. A유통은 전문업체인 B사를 선정하여 사업기간 6개월로 계약을 체결하였다. B사는 A유통의 …,pending,,
C,2022-R1-Q81,2022-R1,81,유통정보,tentative,50,0,0,,데이터 마이그레이션(migration) 절차에 대한 설명으로 가장 옳지 않은 것은?,pending,,
C,2022-R1-Q82,2022-R1,82,유통정보,tentative,50,0,0,,공급자재고관리(VMI)의 목적으로 가장 옳지 않은 것은?,pending,,
C,2022-R1-Q89,2022-R1,89,유통정보,tentative,50,0,0,,QR코드를 활용하는 간편결제 방식에 대한 설명으로 가장 옳지 않은 것은?,pending,,
C,2022-R1-Q90,2022-R1,90,유통정보,tentative,50,0,0,,데이터 내에 포함된 개인 정보를 식별하기 어렵게 하는 조치를 비식별화라 한다. 이에 대한 설명으로 가장 옳지 않은 것은?,pending,,
C,2022-R2-Q2,2022-R2,2,유통물류일반,tentative,50,0,0,,아래 글상자의 동기부여이론을 설명하는 내용으로 가장 옳은 것은? - 맥그리거(D. McGregor)가 제시함 - 종업원은 조직에 의해 조종되고 동기부여되며 통제받는 수동적인 존재임,pending,,
C,2022-R2-Q3,2022-R2,3,유통물류일반,tentative,50,0,0,,기업이 물류부문의 아웃소싱을 통해 얻을 수 있는 편익에 대한 설명으로 가장 옳지 않은 것은?,pending,,
C,2022-R2-Q5,2022-R2,5,유통물류일반,tentative,50,0,0,,기능식 조직(functional organization)의 단점에 대한 설명 으로 가장 옳지 않은 것은?,pending,,
C,2022-R2-Q7,2022-R2,7,유통물류일반,tentative,50,0,0,,"기업이 자재나 부품, 서비스를 외부에서 구매하지 않고 자체 생산하는 이유로 가장 옳지 않은 것은?",pending,,
C,2022-R2-Q8,2022-R2,8,유통물류일반,tentative,50,0,0,,물류영역과 관련해 고려할 사항으로 가장 옳지 않은 것은?,pending,,
C,2022-R2-Q9,2022-R2,9,유통물류일반,tentative,50,0,0,,기업의 사회적 책임의 중요성에 대한 내용으로 가장 옳지 않은 것은?,pending,,
C,2022-R2-Q10,2022-R2,10,유통물류일반,tentative,50,0,0,,"마이클 포터(Michael E. Porter)가 제시한 5가지 세력 (force)모형을 이용하여 기업을 분석할 때, 이 5가지 세력에 해당되지 않는 것은?",pending,,
C,2022-R2-Q11,2022-R2,11,유통물류일반,tentative,50,0,0,,"유통산업발전법(시행 2021.1.1., 법률 제17761호, 2020.12.29., 타법개정)에서 규정하고 있는 체인사업 중 아래 글상자에서 설명하고 있는 형태로 가장 옳은 것은…",pending,,
C,2022-R2-Q14,2022-R2,14,유통물류일반,tentative,50,0,0,,임금을 산정하는 방법에 대한 설명으로 가장 옳은 것은?,pending,,
C,2022-R2-Q15,2022-R2,15,유통물류일반,tentative,50,0,0,,"유통환경분석 시 고려하는 거시환경, 미시환경과 관련된 내용으로 옳지 않은 것은?",pending,,
C,2022-R2-Q16,2022-R2,16,유통물류일반,tentative,50,0,0,,기업이 사용하는 재무제표 중 손익계산서의 계정만으로 옳게 나열된 것은?,pending,,
C,2022-R2-Q17,2022-R2,17,유통물류일반,tentative,50,0,0,,"구매관리를 위해 기능의 집중화와 분권화를 비교할 때, 집중화의 장점으로 가장 옳지 않은 것은?",pending,,
C,2022-R2-Q18,2022-R2,18,유통물류일반,tentative,50,0,0,,유통의 경제적 의미에 대한 설명으로 가장 옳지 않은 것은?,pending,,
C,2022-R2-Q20,2022-R2,20,유통물류일반,tentative,50,0,0,,종업원들이 자신과 비슷한 위치에 있는 타인과 비교하여 자기가 투입한 노력과 결과물 간의 균형을 유지하려고 하는 이론으로 가장 옳은 것은?,pending,,
C,2022-R2-Q24,2022-R2,24,유통물류일반,tentative,50,0,0,,"아래 글상자에서 설명하는 유통이 창출하는 소비자 효용 으로 가장 옳은 것은? 탄산음료의 제조사들이 탄산음료의 원액을 제조하여 중간 상인 보틀러(bottler)에게 제공하면, 보틀…",pending,,
C,2022-R2-Q26,2022-R2,26,상권분석,tentative,50,0,0,,분석대상이 되는 점포와의 거리를 기준으로 상권유형을 구분할 때 상대적으로 소비수요 흡인비율이 가장 낮은 지역을 한계상권(fringe trading area)이라고 한다. 일반 적…,pending,,
C,2022-R2-Q28,2022-R2,28,상권분석,tentative,50,0,0,,"소비자의 점포방문동기를 개인적동기, 사회적동기, 제품 구매동기로 분류할 수 있다. 이때 다른 항목들과 다른 유형의 동기로서 가장 옳은 것은?",pending,,
C,2022-R2-Q30,2022-R2,30,상권분석,tentative,50,0,0,,입지 분석에 사용되는 각종 기준에 대한 내용으로 가장 옳지 않은 것은?,pending,,
C,2022-R2-Q32,2022-R2,32,상권분석,tentative,50,0,0,,점포를 개점할 경우 전략적으로 고려해야 할 사항들에 대한 설명으로 가장 옳지 않은 것은?,pending,,
C,2022-R2-Q35,2022-R2,35,상권분석,tentative,50,0,0,,소매점 입지유형 가운데 아파트 단지내 상가의 일반적 특성으로 가장 옳지 않은 것은?,pending,,
C,2022-R2-Q36,2022-R2,36,상권분석,tentative,50,0,0,,"면적 300m2인 대지에 지하2층 지상5층으로 소매점포 건물을 신축하려 한다. 층별 바닥면적은 각각 250m2로 동일하며 주차장은 지하1,2층에 각각 200m2와 지상1층 부속용…",pending,,
C,2022-R2-Q37,2022-R2,37,상권분석,tentative,50,0,0,,지리정보시스템(GIS)과 관련한 내용으로 가장 옳지 않은 것은?,pending,,
C,2022-R2-Q38,2022-R2,38,상권분석,tentative,50,0,0,,동선과 관련한 소비자의 심리를 나타내는 대표적 원리로 가장 옳지 않은 것은?,pending,,
C,2022-R2-Q39,2022-R2,39,상권분석,tentative,50,0,0,,"대표적인 입지조건의 하나인 고객유도시설(customer generator)은 도시형 점포, 교외형 점포, 인스토어형 점포 등 점포 유형별로 구분해서 평가한다. 일반적인 인스 토어…",pending,,
C,2022-R2-Q41,2022-R2,41,상권분석,tentative,50,0,0,,신규점포의 예상매출액을 추정할 때 활용하는 애플바움 (W. Applebaum)의 유추법(analog method)에 대한 설명 으로 옳지 않은 것은?,pending,,
C,2022-R2-Q42,2022-R2,42,상권분석,tentative,50,0,0,,"“국토의 계획 및 이용에 관한 법률” (법률 제17893호, 2021.1.12., 타법개정)에서 규정하고 있는 용도지역 중 상업지역을 구분하는 유형으로 볼 수 없는 것은?",pending,,
